pid,year,month,MC1000_lat,MC1000_lon,MC1000_mpw,MC1000,det_lat,det_lon,det_mpw,deterministic,stoch20days_lat,stoch20days_lon,stoch20days_mpw,stoch20days
2634,2010,6,25.53548,-80.33213,0.8346,none,25.50599,-80.3121,0.8442,none,25.50839,-80.31384,0.8431,none
2635,2010,6,25.4167,-80.33835,0.8369,none,25.42936,-80.30322,0.8442,none,25.41381,-80.31753,0.841,none
2638,2010,6,26.61929,-80.09541,0.8126,none,25.42018,-80.1853,0.8264,none,26.61821,-80.09492,0.8127,none
2639,2010,6,24.54876,-82.1095,0.8498,none,26.986,-80.09673,0.8242,Jupiter Island,26.99181,-80.088,0.8242,Jupiter Island
2640,2010,6,25.29796,-80.2826,0.7706,none,25.39136,-80.22868,0.765,none,25.29757,-80.25559,0.7706,none
2644,2010,6,26.05067,-80.16074,0.4222,none,26.05663,-80.15843,0.4222,none,26.05473,-80.162,0.4221,none
2645,2010,6,25.37836,-80.30505,0.41,none,25.36512,-80.24832,0.4208,none,25.36772,-80.25379,0.4201,none
2646,2010,6,,,,none,29.05953,-80.91431,0.4167,New Smyrna Beach,,,,none
2649,2010,6,25.43734,-80.32219,0.8506,none,25.44307,-80.29574,0.8593,none,25.45009,-80.30627,0.8562,none
2650,2010,6,27.05138,-80.14598,0.8454,none,26.00767,-80.07819,0.8537,none,27.08888,-80.15679,0.8425,none
2656,2010,6,27.1959,-80.21144,0.3972,none,27.1912,-80.21664,0.3971,none,27.19654,-80.20695,0.3972,none
2657,2010,6,25.37641,-80.2955,0.0592,none,25.40542,-80.28831,0.0602,none,25.41501,-80.29383,0.0601,none
2666,2010,6,26.88236,-80.08474,0.1139,none,26.88121,-80.0795,0.1143,none,26.8806,-80.08403,0.114,none
2671,2010,6,29.51076,-81.19333,0.8174,none,29.50547,-81.18626,0.8198,none,29.51313,-81.19504,0.8176,none
2682,2010,6,,,,none,29.88559,-81.24696,0.8127,none,30.15406,-81.30924,0.8193,none
2683,2010,6,24.64456,-82.9454,0.8275,none,,,,none,24.64456,-82.9454,0.8275,none
2684,2010,6,28.53499,-80.59776,0.8219,none,28.51869,-80.61706,0.8207,none,28.53382,-80.60474,0.8219,none
2691,2010,6,26.95399,-80.08905,0.8006,Tequesta Beaches,26.84763,-80.07614,0.8051,none,26.95257,-80.08773,0.8013,Tequesta Beaches
2695,2010,6,27.29637,-80.21763,0.8032,Hutchinson Island (St. Lucie County),28.38664,-80.63113,0.7925,none,28.39422,-80.63519,0.7911,none
2701,2010,6,29.61583,-81.19292,0.8134,North Flagler County Beaches,29.61412,-81.19133,0.8131,North Flagler County Beaches,29.86015,-81.25346,0.8197,Saint Augustine Beach
2704,2010,6,25.5619,-80.31386,0.8051,none,25.56648,-80.29439,0.8078,none,25.56155,-80.30017,0.8071,none
2705,2010,6,25.58347,-80.31178,0.8187,none,25.57549,-80.2924,0.8207,none,25.58253,-80.30586,0.8194,none
2706,2010,6,24.65691,-81.55923,0.7992,none,,,,none,24.65131,-81.56118,0.7991,none
2712,2010,6,29.2673,-81.03559,0.7919,Volusia County Beaches (North),29.92887,-81.26424,0.8127,none,29.93403,-81.26624,0.8127,none
2721,2010,6,25.65903,-80.30411,0.8204,none,25.67177,-80.25587,0.8248,none,25.66164,-80.2594,0.8248,none
2725,2010,6,27.8531,-80.50016,0.8207,none,27.84191,-80.5048,0.8212,none,27.85088,-80.50464,0.8209,none
2727,2010,6,27.19828,-80.20853,0.804,none,27.19697,-80.21432,0.8029,none,26.20835,-80.09436,0.8103,Pompano/Lauderdale by-the-sea
2750,2010,6,27.18821,-80.21258,0.0943,none,26.54556,-80.03527,0.0949,Manalapan,27.19001,-80.21192,0.0943,none
2752,2010,6,27.05222,-80.15229,1.7476,none,27.07393,-80.15602,1.7526,none,27.04596,-80.15227,1.7459,none
2755,2010,6,27.19309,-80.23877,2.1866,none,27.19104,-80.23159,2.1937,none,27.19413,-80.23984,2.1894,none
2756,2010,6,25.4427,-80.33049,2.1203,none,25.45855,-80.30003,2.1462,none,25.45244,-80.30267,2.1439,none
2758,2010,6,27.10229,-80.14686,2.15,Hobe Sound NWR,27.13936,-80.11649,2.1544,none,27.14358,-80.16492,2.1438,St. Lucie Inlet State Park
2762,2010,6,26.51035,-80.08521,2.1878,none,26.50257,-80.07647,2.1961,none,26.51222,-80.0876,2.1874,none
2772,2010,6,26.1861,-80.15586,0.7383,none,26.17888,-80.15873,0.7389,none,26.19032,-80.15429,0.7379,none
2773,2010,6,,,,none,,,,none,26.78242,-80.01663,0.7373,Palm Beach Shores
2774,2010,6,27.89982,-80.51213,0.7266,none,27.86564,-80.50951,0.728,none,27.86426,-80.50384,0.7283,none
2779,2010,6,27.8717,-80.46622,0.7288,South Brevard County,27.89286,-80.49442,0.7264,none,27.19414,-80.0991,0.7322,none
2784,2010,6,,,,none,,,,none,29.86598,-81.19492,0.726,none
2792,2010,6,29.25891,-81.03044,0.7528,Volusia County Beaches (North),29.25905,-81.0312,0.7528,Volusia County Beaches (North),29.26144,-81.02981,0.7526,Volusia County Beaches (North)
2795,2010,6,26.77992,-80.07994,0.7281,none,26.78105,-80.08197,0.7284,none,25.08145,-80.41364,0.7403,none
2798,2010,6,26.15888,-80.15929,0.739,none,26.16865,-80.16222,0.7389,none,26.16404,-80.16191,0.7389,none
2803,2010,6,28.30569,-80.65919,0.7457,none,28.27562,-80.63118,0.7536,none,28.29463,-80.64332,0.7507,none
2805,2010,6,25.18483,-80.35911,0.7554,none,25.19202,-80.34838,0.7561,none,25.18494,-80.35593,0.7555,none
2811,2010,6,,,,none,,,,none,25.68294,-80.10408,0.6415,none
2814,2010,6,26.79727,-80.09626,0.7533,none,26.79377,-80.08746,0.7552,none,26.79737,-80.0989,0.7541,none
2819,2010,6,25.96533,-80.15671,0.7546,none,25.97652,-80.15786,0.7548,none,25.96572,-80.15791,0.7542,none
2820,2010,6,27.19367,-80.24753,0.7251,none,27.41017,-80.29954,0.7368,none,27.40859,-80.29775,0.7371,none
3245,2010,6,27.18773,-80.21657,0.9481,none,27.18216,-80.2077,0.9488,none,27.18783,-80.20866,0.9482,none
3247,2010,6,28.16736,-80.60039,0.9372,Central Brevard County,28.16842,-80.61209,0.9375,none,28.16865,-80.61056,0.9373,none
3249,2010,6,25.04126,-80.48287,0.9057,none,,,,none,,,,none
3254,2010,6,27.23251,-80.24263,0.9506,none,27.23302,-80.23798,0.9514,none,27.23216,-80.24661,0.95,none
3262,2010,6,26.21487,-80.14548,0.665,none,26.21821,-80.14986,0.6648,none,26.21668,-80.14656,0.6648,none
3496,2010,6,24.93653,-80.60187,1.3017,none,,,,none,24.93653,-80.60187,1.3017,none
3501,2010,6,25.45401,-80.33393,1.3221,none,25.27436,-80.25367,1.3825,none,25.38809,-80.26013,1.375,none
3522,2010,6,25.55064,-80.31829,1.8668,none,25.55593,-80.27608,1.8742,none,25.54837,-80.30791,1.8695,none
3527,2010,6,26.97915,-80.09343,1.8738,Jupiter Island,26.97273,-80.08425,1.8762,Jupiter Island,26.98167,-80.10312,1.8722,none
3530,2010,6,27.91109,-80.53439,1.8513,none,27.91008,-80.52993,1.8548,none,28.05859,-80.53468,1.8689,Central Brevard County
3532,2010,6,,,,none,,,,none,26.84418,-79.97882,1.7492,none
3533,2010,6,28.32974,-80.6144,1.8317,Cocoa Beach,28.31798,-80.60502,1.8326,Cocoa Beach,28.344,-80.60094,1.8323,Cocoa Beach
3563,2010,6,26.91647,-80.0805,0.3598,Jupiter/Juno Beach,26.92151,-80.08482,0.3597,none,26.93705,-80.08265,0.3582,Jupiter Beach (including Carlin)
3575,2010,6,26.7772,-80.04162,0.3961,Lake Worth Inlet,,,,none,26.33683,-80.00079,0.3963,none
3580,2010,6,,,,none,,,,none,24.86997,-80.58064,0.4013,none
3624,2010,6,25.44289,-80.33142,0.2812,none,25.46393,-80.30942,0.3007,none,25.46021,-80.30726,0.3006,none
3635,2010,6,28.16956,-80.6081,0.3371,none,28.17553,-80.62111,0.3374,none,28.18855,-80.61895,0.3368,none
3656,2010,6,24.52748,-82.14476,0.272,none,,,,none,,,,none
3706,2010,6,25.18263,-80.39372,0.9642,none,25.18548,-80.39974,0.9653,none,25.2009,-80.35046,0.9677,none
3804,2010,6,25.63582,-80.31149,0.5555,none,25.64318,-80.3121,0.5559,none,25.63469,-80.31408,0.5553,none
3874,2010,6,26.69985,-80.06326,0.149,none,,,,none,26.70078,-80.06157,0.149,none
3938,2010,6,27.04638,-80.15661,0.3814,none,,,,none,27.04784,-80.15882,0.3818,none
3968,2010,6,27.05856,-80.147,0.551,none,27.05296,-80.14931,0.5517,none,27.05921,-80.14793,0.5509,none
3970,2010,6,26.26105,-80.11555,0.5214,none,26.25767,-80.12303,0.5209,none,26.25905,-80.11631,0.5212,none
4000,2010,6,26.2026,-80.15353,0.285,none,26.2047,-80.15971,0.285,none,26.20673,-80.1538,0.2848,none
4004,2010,6,,,,none,,,,none,26.69118,-79.98212,0.2437,none
4045,2010,6,27.2686,-80.23634,1.0931,none,27.27282,-80.23993,1.094,none,27.27095,-80.23824,1.0928,none
4094,2010,6,25.45141,-80.33975,0.3127,none,,,,none,,,,none
4117,2010,6,26.14401,-80.11321,0.2223,Fort Lauderdale Beach,,,,none,26.03233,-80.07192,0.2224,none
4119,2010,6,30.38406,-87.04909,0.3495,none,30.39133,-87.04769,0.3497,none,30.38386,-87.0542,0.3495,none
4120,2010,6,,,,none,,,,none,25.88773,-80.09305,0.3708,none
4121,2010,6,29.91161,-83.66126,0.3321,none,,,,none,,,,none
4175,2010,6,,,,none,27.18968,-80.2175,0.9289,none,,,,none
4222,2010,6,27.23235,-80.23102,2.273,none,,,,none,,,,none
4888,2010,6,28.54689,-80.63855,0.5811,none,28.5542,-80.62402,0.5827,none,28.54643,-80.63998,0.581,none
4891,2010,6,25.18856,-80.36208,0.5907,none,25.18902,-80.38139,0.5914,none,25.19069,-80.35736,0.5901,none
4894,2010,6,25.47999,-80.18633,0.5885,Biscayne National Park,,,,none,27.86612,-80.44637,0.5812,Sebastian Inlet State Park (Brevard County)
4896,2010,6,28.23324,-80.59775,0.5896,Patrick Air Force Base,28.20878,-80.5934,0.5901,Central Brevard County,28.24359,-80.60648,0.5893,Patrick Air Force Base
4897,2010,6,27.86681,-80.45862,0.5829,Sebastian Inlet State Park (Brevard County),,,,none,26.56136,-79.99851,0.586,none
4899,2010,6,26.09947,-80.14636,0.5803,none,26.09719,-80.13582,0.5795,none,26.10114,-80.14354,0.58,none
4903,2010,6,24.8579,-80.66631,2.017,none,,,,none,24.94898,-80.63867,2.014,none
4904,2010,6,27.89345,-80.46349,1.9316,South Brevard County,,,,none,27.82083,-80.34432,1.9245,none
4909,2010,6,25.94653,-80.12522,1.9571,Miami Beaches,,,,none,25.7374,-80.11748,1.9582,none
4912,2010,6,24.74114,-80.97779,1.9625,Little Crawl Key,,,,none,,,,none
4913,2010,6,26.21733,-80.15099,1.9361,none,26.21712,-80.15635,1.9358,none,26.21902,-80.15329,1.9354,none
4915,2010,6,27.2101,-80.17815,1.9347,Hutchinson Island,,,,none,27.2505,-80.19568,1.9308,Hutchinson Island
4916,2010,6,27.03866,-80.14311,1.9325,none,27.04043,-80.14748,1.9305,none,27.03911,-80.14558,1.9316,none
4919,2010,6,27.13682,-80.16006,2.3243,St. Lucie Inlet State Park,27.13503,-80.1582,2.3251,St. Lucie Inlet State Park,27.1357,-80.16299,2.3241,St. Lucie Inlet State Park
4929,2010,6,27.35554,-80.24713,2.3206,Hutchinson Island (St. Lucie County),,,,none,27.35958,-80.24816,2.3209,Hutchinson Island (St. Lucie County)
4930,2010,6,25.03234,-80.51584,2.3155,none,,,,none,25.03233,-80.51368,2.3154,none
4932,2010,6,26.18303,-80.15383,2.325,none,26.18008,-80.15593,2.3264,none,26.1868,-80.15252,2.3239,none
4934,2010,6,26.12446,-80.11489,2.352,Fort Lauderdale Beach,,,,none,25.93795,-80.09982,2.3533,none
4937,2010,6,,,,none,25.58953,-80.29688,1.9916,none,,,,none
4940,2010,6,26.96435,-80.0848,2.0009,Tequesta Beaches,26.96172,-80.08742,2.0003,Tequesta Beaches,26.25359,-80.05825,2.0129,none
4943,2010,6,25.99512,-80.1648,2.0859,none,25.96864,-80.15701,2.0922,none,25.99621,-80.16637,2.0858,none
4949,2010,6,26.45903,-80.06145,2.0224,Delray Beach,,,,none,,,,none
4950,2010,6,26.53248,-80.05782,2.0224,Ocean Ridge (Boynton),,,,none,,,,none
4987,2010,6,26.95873,-80.0826,4.3325,Tequesta Beaches,,,,none,,,,none
4988,2010,6,26.80379,-80.07319,4.1856,none,,,,none,,,,none
4990,2010,6,,,,none,28.21306,-80.61163,4.1865,Patrick Air Force Base,,,,none
5001,2010,6,28.54615,-80.56996,4.2084,Canaveral Air Force Station,28.78251,-80.79433,4.1865,none,,,,none
5010,2010,6,27.00229,-80.10317,4.2389,Jupiter Island,,,,none,,,,none
5022,2010,6,27.1959,-80.21803,4.1854,none,,,,none,,,,none
5039,2010,6,26.91491,-80.0814,0.797,Jupiter/Juno Beach,,,,none,,,,none
5138,2010,6,24.70995,-81.43405,1.6727,none,24.71371,-81.43346,1.6717,none,24.69858,-81.43221,1.6718,none
5142,2010,6,,,,none,,,,none,26.62598,-79.9772,1.7294,none
5144,2010,6,25.64933,-80.30266,1.7169,none,25.64488,-80.29332,1.7209,none,25.65138,-80.30117,1.7184,none
5147,2010,6,24.69072,-81.43325,1.6749,none,24.68169,-81.43623,1.6781,none,24.689,-81.43619,1.6754,none
5200,2010,6,,,,none,24.67719,-81.421,1.6294,none,24.61912,-81.45343,1.6499,none
5350,2010,6,25.37846,-80.3003,1.3629,none,25.52539,-80.28973,1.3836,none,25.51321,-80.29937,1.3807,none
6026,2010,6,,,,none,26.18361,-80.16041,1.1166,none,,,,none
6134,2010,6,27.20246,-80.16656,0.4008,Hutchinson Island,27.20315,-80.16913,0.4006,Hutchinson Island,27.20132,-80.16505,0.4007,Hutchinson Island
6139,2010,6,27.2183,-80.23879,0.3985,none,27.21873,-80.23631,0.3991,none,27.2007,-80.21123,0.3999,none
6292,2010,6,,,,none,28.15118,-80.61826,3.2562,none,,,,none
6344,2010,6,,,,none,28.18311,-80.60605,3.2562,Central Brevard County,,,,none
6359,2010,6,,,,none,25.44418,-80.31275,3.0777,none,,,,none
6496,2010,6,28.31709,-80.63582,0.5658,none,28.3323,-80.62614,0.5681,none,,,,none
6511,2010,6,,,,none,28.15978,-80.59142,2.0301,Central Brevard County,,,,none
6556,2010,6,26.23497,-80.13651,1.0095,none,26.2309,-80.1363,1.0101,none,26.23725,-80.13644,1.0091,none
6587,2010,6,,,,none,26.69665,-80.0789,1.2028,none,,,,none
6591,2010,6,25.19285,-80.36138,1.2077,none,25.19807,-80.36687,1.2088,none,,,,none
6619,2010,6,,,,none,26.21468,-80.16415,1.1257,none,,,,none
6711,2010,6,24.90149,-80.68763,0.9038,none,26.48943,-80.05791,0.7834,Gulfstream,26.4949,-80.04922,0.7835,Gulfstream
6803,2010,6,,,,none,25.48713,-80.27498,0.7496,none,,,,none
6812,2010,6,,,,none,,,,none,25.65308,-80.26184,0.491,none
6857,2010,6,,,,none,25.58999,-80.23962,0.5539,none,25.59138,-80.24204,0.5541,none
6862,2010,6,25.6403,-80.30269,0.527,none,,,,none,,,,none
6887,2010,6,26.19042,-80.1058,0.1953,Pompano/Lauderdale by-the-sea,,,,none,,,,none
6895,2010,6,24.6466,-81.49248,2.0769,none,24.64163,-81.50134,2.0783,none,24.63888,-81.49534,2.0765,none
6902,2010,6,27.04147,-80.14785,1.979,none,27.03767,-80.1499,1.9795,none,27.04625,-80.14802,1.9779,none
7022,2010,6,27.04368,-80.11804,0.3141,Jupiter Island,,,,none,27.04704,-80.10827,0.3141,Jupiter Island
7070,2010,6,27.41292,-80.26969,1.8294,Hutchinson Island (St. Lucie County),,,,none,,,,none
7096,2010,6,28.76523,-80.71638,0.327,Canaveral National Seashore,,,,none,,,,none
7097,2010,6,28.80455,-82.75588,0.2815,none,,,,none,,,,none
7131,2010,6,,,,none,24.62604,-81.45819,0.2972,none,,,,none
7147,2010,6,25.50204,-80.33693,2.1332,none,25.47649,-80.292,2.1579,none,,,,none
7208,2010,6,24.65745,-81.40685,0.7874,none,24.68352,-81.43387,0.7871,none,25.54182,-80.31679,0.7747,none
7232,2010,6,27.35946,-80.25645,0.4497,Hutchinson Island (St. Lucie County),28.27969,-80.63342,0.4436,none,,,,none
7235,2010,6,28.55464,-80.58436,0.4464,Canaveral Air Force Station,28.70831,-80.75443,0.4438,none,28.55131,-80.5816,0.4463,Canaveral Air Force Station
7253,2010,6,24.69151,-81.44989,1.587,none,,,,none,,,,none
7259,2010,6,27.80027,-80.42889,1.7221,Wabasso Beach,,,,none,,,,none
7262,2010,6,24.9052,-80.65867,1.7341,Upper Matecumbe Key,,,,none,,,,none
7291,2010,6,30.39343,-86.20838,0.1527,none,30.36891,-86.1907,0.1532,none,,,,none
7327,2010,6,27.23209,-80.23509,2.1067,none,27.22931,-80.2273,2.1107,none,27.64629,-80.34892,2.1348,Vero Beach
7362,2010,6,28.45934,-80.55042,0.3695,Canaveral Air Force Station,28.4046,-80.61611,0.3654,none,28.45347,-80.5461,0.3694,Canaveral Air Force Station
7381,2010,6,27.20402,-80.23692,3.1255,none,27.19119,-80.22504,3.1529,none,,,,none
7384,2010,6,28.79734,-80.79393,3.422,none,,,,none,,,,none
7396,2010,6,27.90871,-80.54857,2.7839,none,,,,none,,,,none
7409,2010,6,24.70963,-81.44353,3.5297,none,24.7035,-81.44096,3.5351,none,,,,none
7441,2010,6,26.59621,-80.08836,2.8124,none,,,,none,,,,none
7466,2010,6,24.64582,-81.50909,3.4978,none,,,,none,,,,none
7476,2010,6,25.43914,-80.33439,3.4491,none,,,,none,,,,none
7488,2010,6,26.66646,-80.08207,3.4798,none,,,,none,,,,none
7535,2010,6,26.02243,-80.10971,3.4303,Hollywood/Hallendale Beach,,,,none,,,,none
7550,2010,6,26.02331,-80.12148,3.4699,Hollywood/Hallendale Beach,,,,none,,,,none
7551,2010,6,24.90701,-80.65678,3.5328,Upper Matecumbe Key,,,,none,,,,none
7553,2010,6,25.54816,-80.31271,3.4207,none,25.36699,-80.16125,3.4472,none,,,,none
7554,2010,6,25.65257,-80.29199,3.4762,none,25.65648,-80.29447,3.4794,none,,,,none
7567,2010,6,24.85575,-80.70368,3.4961,Lower Matecumbe Sea Oats Bch,,,,none,,,,none
7570,2010,6,28.78453,-80.76169,3.4293,none,,,,none,,,,none
7573,2010,6,27.03077,-80.09931,3.4961,Jupiter Island,,,,none,,,,none
7582,2010,6,26.09139,-80.16297,3.2445,none,,,,none,,,,none
7584,2010,6,25.68567,-80.26483,3.4796,none,,,,none,,,,none
7588,2010,6,28.40457,-80.59915,3.4753,Jetty Park,,,,none,28.39865,-80.60708,3.4728,Jetty Park
7603,2010,6,28.74699,-80.75671,3.4304,none,,,,none,,,,none
7652,2010,6,24.5299,-82.1959,0.9679,none,,,,none,,,,none
7655,2010,6,,,,none,27.25392,-80.23495,0.5057,none,,,,none
7768,2010,6,24.93947,-80.70531,0.689,none,27.50541,-80.29572,0.6761,North Saint Lucie County Beaches,,,,none
7769,2010,6,26.98822,-80.1028,0.6843,Jupiter Island,26.97247,-80.10612,0.6854,none,26.96963,-80.10385,0.6842,none
7792,2010,6,28.15537,-80.58775,0.1513,Central Brevard County,,,,none,,,,none
7893,2010,6,28.54936,-80.59059,2.065,none,28.50333,-80.56646,2.0656,Canaveral Air Force Station,29.24533,-80.98821,2.0777,none
7894,2010,6,25.27709,-80.29301,2.0862,none,25.27826,-80.29341,2.0861,none,25.26635,-80.29718,2.0891,none
7908,2010,6,26.49923,-80.05783,1.6967,Gulfstream,,,,none,,,,none
7979,2010,6,27.91426,-80.49238,0.7773,South Brevard County,27.80661,-80.40132,0.7814,Wabasso Beach,27.81011,-80.40197,0.7809,Wabasso Beach
8073,2010,6,26.99887,-80.13355,2.0957,none,26.9988,-80.12937,2.1007,none,26.99939,-80.1308,2.0976,none
8083,2010,6,,,,none,27.06949,-80.13848,2.1007,none,,,,none
8130,2010,6,,,,none,25.24726,-80.35701,0.7803,none,,,,none
8144,2010,6,27.8494,-80.46635,0.8465,none,27.83797,-80.47392,0.848,none,,,,none
8254,2010,6,27.90912,-80.51255,1.0249,none,,,,none,,,,none
8347,2010,6,27.94979,-80.54523,0.616,none,28.18456,-80.52135,0.6262,none,28.19615,-80.53437,0.6307,none
8350,2010,6,28.20458,-80.60515,0.6315,Central Brevard County,28.17036,-80.61371,0.6303,none,28.20459,-80.60911,0.6317,Central Brevard County
8355,2010,6,27.1918,-80.20826,0.6275,none,27.16416,-80.17725,0.6306,none,27.19986,-80.20488,0.6286,none
8356,2010,6,27.03847,-80.15071,0.6286,none,27.02406,-80.14039,0.6306,none,27.0384,-80.1515,0.6283,none
8357,2010,6,27.15817,-80.18275,0.6295,none,27.15163,-80.17826,0.6306,none,27.15584,-80.18106,0.6297,none
8360,2010,6,27.43228,-80.28124,0.6278,Hutchinson Island (St. Lucie County),27.37614,-80.26358,0.6306,Hutchinson Island (St. Lucie County),27.39576,-80.26561,0.6302,Hutchinson Island (St. Lucie County)
8369,2010,6,28.16419,-80.60407,1.3729,Central Brevard County,28.19013,-80.63619,1.4011,none,28.19198,-80.63841,1.4007,none
8412,2010,6,27.35836,-80.28759,0.5305,none,27.40716,-80.3067,0.529,none,27.39549,-80.30075,0.529,none
8435,2010,6,,,,none,28.12709,-80.5621,3.2937,Central Brevard County,,,,none
8452,2010,6,,,,none,28.67255,-80.64088,3.274,Canaveral National Seashore,28.60129,-80.59861,3.2957,Merritt Island National Wildlife Refuge
8456,2010,6,28.15125,-80.59693,3.3178,Central Brevard County,28.01347,-80.53905,3.2937,South Brevard County,28.1556,-80.60176,3.3175,Central Brevard County
8459,2010,6,,,,none,28.67775,-80.67352,3.2937,none,,,,none
8460,2010,6,28.54586,-80.58744,3.2918,none,28.53354,-80.58564,3.2955,none,28.54355,-80.58707,3.2928,none
8470,2010,6,,,,none,28.16399,-80.62324,3.3191,none,,,,none
8479,2010,6,,,,none,29.15764,-80.93443,3.2955,none,29.16164,-80.93506,3.295,none
8489,2010,6,,,,none,27.13725,-80.16996,3.2973,none,27.30189,-80.24239,3.3193,none
8498,2010,6,,,,none,27.19032,-80.21559,0.431,none,,,,none
8499,2010,6,,,,none,27.79405,-80.38086,0.431,none,,,,none
8500,2010,6,,,,none,,,,none,28.14323,-80.56831,0.4307,Central Brevard County
8502,2010,6,28.51343,-80.57904,0.4309,none,,,,none,28.51445,-80.57816,0.4308,none
8508,2010,6,,,,none,27.20548,-80.20757,0.431,none,,,,none
8509,2010,6,28.31615,-80.63152,0.4303,none,,,,none,28.31454,-80.63453,0.4333,none
8788,2010,6,,,,none,27.48942,-80.31815,5.506,none,,,,none
8808,2010,6,27.85491,-80.46979,5.5365,none,27.90536,-80.47242,5.5484,South Brevard County,27.84555,-80.46359,5.5465,none
8820,2010,6,,,,none,27.34795,-80.25652,5.5666,Hutchinson Island (St. Lucie County),,,,none
8842,2010,6,,,,none,29.07787,-80.92638,5.5666,Volusia County Beaches (South),,,,none
8848,2010,6,,,,none,27.3139,-80.2548,0.7456,none,,,,none
8940,2010,6,27.8564,-80.49224,0.9569,none,,,,none,,,,none
8945,2010,6,28.45347,-80.53473,0.9614,Canaveral Air Force Station,,,,none,,,,none
8992,2010,6,28.15241,-80.59038,0.8977,Central Brevard County,27.87624,-80.49397,0.9089,none,27.88999,-80.49664,0.9086,none
9007,2010,6,,,,none,,,,none,26.52788,-80.01579,0.928,none
9013,2010,6,27.81933,-80.46817,0.9095,none,27.81671,-80.46731,0.9094,none,27.843,-80.46065,0.905,none
9017,2010,6,28.36328,-80.61265,0.8868,Cocoa Beach,27.57097,-80.30978,0.9094,South Indian River County Beaches,,,,none
9028,2010,6,28.5901,-80.58249,0.9075,Merritt Island National Wildlife Refuge,28.694,-80.59568,0.903,none,28.55226,-80.5674,0.9084,Canaveral Air Force Station
9031,2010,6,,,,none,27.82333,-80.44714,0.9094,Wabasso Beach,27.84539,-80.45809,0.9067,Sebastian Inlet State Park (Indian River County)
9038,2010,6,27.4986,-80.31127,0.9001,North Saint Lucie County Beaches,27.4751,-80.28539,0.9094,Fort Pierce Inlet State Park,27.50211,-80.30058,0.9054,North Saint Lucie County Beaches
9060,2010,6,27.35025,-80.2452,0.5134,Hutchinson Island (St. Lucie County),27.9331,-80.51282,0.5006,none,27.35216,-80.24921,0.5132,Hutchinson Island (St. Lucie County)
9061,2010,6,27.21263,-80.23423,0.5179,none,27.21214,-80.22951,0.5188,none,27.21149,-80.23405,0.5177,none
9062,2010,6,,,,none,,,,none,29.16281,-80.94907,0.5024,none
9063,2010,6,28.85787,-80.7906,0.5044,Canaveral National Seashore (Volusia County),29.07033,-80.90765,0.5148,New Smyrna Beach,29.09418,-80.91628,0.5147,Volusia County Beaches (South)
9064,2010,6,28.85545,-80.78218,1.7405,Canaveral National Seashore (Volusia County),29.4104,-81.05718,1.7744,none,29.40757,-81.05826,1.775,none
9067,2010,6,29.03745,-80.8964,1.7688,New Smyrna Beach,29.01925,-80.89613,1.7753,New Smyrna Beach,29.03925,-80.89632,1.7699,New Smyrna Beach
9068,2010,6,28.15541,-80.59175,1.7267,Central Brevard County,27.73534,-80.36792,1.7502,Indian River Shores,27.59011,-80.31076,1.7742,South Indian River County Beaches
9069,2010,6,28.49493,-80.55928,1.7396,Canaveral Air Force Station,28.90517,-80.74996,1.7627,none,28.90448,-80.74324,1.7657,none
9070,2010,6,27.28509,-80.22219,1.7758,Hutchinson Island (St. Lucie County),27.28833,-80.2242,1.7753,Hutchinson Island (St. Lucie County),27.50865,-80.25905,1.7923,none
9075,2010,6,28.33929,-80.62246,1.7878,Cocoa Beach,28.32553,-80.62387,1.788,Cocoa Beach,28.37862,-80.63866,1.7816,none
9076,2010,6,27.6628,-80.36252,1.7307,Vero Beach,27.75177,-80.38187,1.7744,Indian River Shores,27.75287,-80.38003,1.775,Indian River Shores
9078,2010,6,28.1434,-80.64395,1.7598,none,28.29681,-80.63259,1.7841,none,28.28948,-80.62806,1.7832,none
9079,2010,6,,,,none,,,,none,29.55952,-81.10992,1.7279,none
9091,2010,6,,,,none,27.30443,-80.24617,2.6274,none,,,,none
9092,2010,6,28.19852,-80.6628,2.6111,none,,,,none,,,,none
9095,2010,6,28.38963,-80.66597,2.5872,none,28.41663,-80.61637,2.6317,none,,,,none
9097,2010,6,,,,none,28.33405,-80.64019,0.1815,none,28.34322,-80.64262,0.1811,none
9118,2010,6,,,,none,27.68451,-80.3474,0.4507,Indian River Shores,27.6975,-80.34321,0.4505,none
9224,2010,6,27.3886,-80.2531,0.4677,Hutchinson Island (St. Lucie County),,,,none,27.35271,-80.25431,0.4671,Hutchinson Island (St. Lucie County)
9225,2010,6,26.75325,-80.09036,0.4144,none,26.7557,-80.07681,0.4154,none,26.75622,-80.09002,0.4148,none
9598,2010,6,25.50213,-80.34265,0.4323,none,25.44975,-80.30954,0.4408,none,25.44859,-80.31187,0.4404,none
9600,2010,6,24.69542,-81.40836,0.0587,none,24.69812,-81.41228,0.0587,none,24.69669,-81.41054,0.0587,none
9603,2010,6,25.03942,-80.91015,0.0649,none,,,,none,25.03343,-80.93512,0.0647,none
9613,2010,6,26.1282,-80.11478,0.1304,Fort Lauderdale Beach,,,,none,25.11324,-80.34032,0.1311,none
9618,2010,6,25.87681,-80.1198,0.0722,Miami Beaches,,,,none,25.64141,-80.16113,0.0723,none
9641,2010,6,27.2535,-80.19267,0.1594,Hutchinson Island,,,,none,27.26343,-80.18907,0.1593,Hutchinson Island
